Topic,X,Y
robot_1,2.0,0.0
robot_0,1.0,4.0
robot_1,2.0,0.0
robot_1,2.0,0.0
robot_1,-1.0,0.0
robot_0,1.0,4.0
robot_0,1.0,4.0
robot_0,3.0,2.0
robot_1,2.0,0.0
robot_1,2.0,0.0
robot_1,-1.0,0.0
robot_1,2.0,0.0
robot_1,-1.0,0.0
robot_1,2.0,2.0
robot_0,1.0,4.0
robot_0,1.0,4.0
robot_0,3.0,2.0
robot_0,1.0,4.0
robot_0,3.0,2.0
robot_0,0.0,1.0
robot_1,2.0,0.0
robot_1,2.0,0.0
robot_1,-1.0,0.0
robot_1,2.0,0.0
robot_1,-1.0,0.0
robot_1,2.0,2.0
robot_1,2.0,0.0
robot_1,-1.0,0.0
robot_1,2.0,2.0
robot_1,0.0,1.0
robot_0,1.0,4.0
robot_0,1.0,4.0
robot_0,3.0,2.0
robot_0,1.0,4.0
robot_0,3.0,2.0
robot_0,0.0,1.0
robot_0,1.0,4.0
robot_0,3.0,2.0
robot_0,0.0,1.0
robot_0,0.0,1.0
robot_0,1.0,4.0
robot_0,1.0,4.0
robot_0,3.0,2.0
robot_0,1.0,4.0
robot_0,3.0,2.0
robot_0,0.0,1.0
robot_0,1.0,4.0
robot_0,3.0,2.0
robot_0,0.0,1.0
robot_0,0.0,1.0
robot_0,1.0,4.0
robot_0,3.0,2.0
robot_0,0.0,1.0
robot_0,0.0,1.0
robot_0,0.0,1.0
robot_0,1.0,4.0
robot_0,1.0,4.0
robot_0,3.0,2.0
robot_0,1.0,4.0
robot_0,3.0,2.0
robot_0,0.0,1.0
robot_0,1.0,4.0
robot_0,3.0,2.0
robot_0,0.0,1.0
robot_0,0.0,1.0
robot_0,1.0,4.0
robot_0,3.0,2.0
robot_0,0.0,1.0
robot_0,0.0,1.0
robot_0,0.0,1.0
robot_0,1.0,4.0
robot_0,3.0,2.0
robot_0,0.0,1.0
robot_0,0.0,1.0
robot_0,0.0,1.0
robot_0,0.0,1.0
robot_1,2.0,0.0
robot_1,2.0,0.0
robot_1,-1.0,0.0
robot_1,2.0,0.0
robot_1,-1.0,0.0
robot_1,2.0,2.0
robot_1,2.0,0.0
robot_1,-1.0,0.0
robot_1,2.0,2.0
robot_1,0.0,1.0
robot_1,2.0,0.0
robot_1,-1.0,0.0
robot_1,2.0,2.0
robot_1,0.0,1.0
robot_1,4.0,-1.0
robot_0,1.0,4.0
robot_0,1.0,4.0
robot_0,3.0,2.0
robot_0,1.0,4.0
robot_0,3.0,2.0
robot_0,0.0,1.0
robot_0,1.0,4.0
robot_0,3.0,2.0
robot_0,0.0,1.0
robot_0,0.0,1.0
robot_0,1.0,4.0
robot_0,3.0,2.0
robot_0,0.0,1.0
robot_0,0.0,1.0
robot_0,0.0,1.0
robot_0,1.0,4.0
robot_0,3.0,2.0
robot_0,0.0,1.0
robot_0,0.0,1.0
robot_0,0.0,1.0
robot_0,0.0,1.0
robot_0,1.0,4.0
robot_0,3.0,2.0
robot_0,0.0,1.0
robot_0,0.0,1.0
robot_0,0.0,1.0
robot_0,0.0,1.0
robot_0,2.0,-3.0
robot_1,2.0,0.0
robot_1,2.0,0.0
robot_1,-1.0,0.0
robot_1,2.0,0.0
robot_1,-1.0,0.0
robot_1,2.0,2.0
robot_1,2.0,0.0
robot_1,-1.0,0.0
robot_1,2.0,2.0
robot_1,0.0,1.0
robot_1,2.0,0.0
robot_1,-1.0,0.0
robot_1,2.0,2.0
robot_1,0.0,1.0
robot_1,4.0,-1.0
robot_1,2.0,0.0
robot_1,-1.0,0.0
robot_1,2.0,2.0
robot_1,0.0,1.0
robot_1,4.0,-1.0
robot_1,3.0,0.0
robot_0,1.0,4.0
robot_0,1.0,4.0
robot_0,3.0,2.0
robot_0,1.0,4.0
robot_0,3.0,2.0
robot_0,0.0,1.0
robot_0,1.0,4.0
robot_0,3.0,2.0
robot_0,0.0,1.0
robot_0,0.0,1.0
robot_0,1.0,4.0
robot_0,3.0,2.0
robot_0,0.0,1.0
robot_0,0.0,1.0
robot_0,0.0,1.0
robot_0,1.0,4.0
robot_0,3.0,2.0
robot_0,0.0,1.0
robot_0,0.0,1.0
robot_0,0.0,1.0
robot_0,0.0,1.0
robot_0,1.0,4.0
robot_0,3.0,2.0
robot_0,0.0,1.0
robot_0,0.0,1.0
robot_0,0.0,1.0
robot_0,0.0,1.0
robot_0,2.0,-3.0
robot_0,1.0,4.0
robot_0,3.0,2.0
robot_0,0.0,1.0
robot_0,0.0,1.0
robot_0,0.0,1.0
robot_0,0.0,1.0
robot_0,2.0,-3.0
robot_0,5.0,-4.0
robot_1,2.0,0.0
robot_1,2.0,0.0
robot_1,-1.0,0.0
robot_1,2.0,0.0
robot_1,-1.0,0.0
robot_1,2.0,2.0
robot_1,2.0,0.0
robot_1,-1.0,0.0
robot_1,2.0,2.0
robot_1,0.0,1.0
robot_1,2.0,0.0
robot_1,-1.0,0.0
robot_1,2.0,2.0
robot_1,0.0,1.0
robot_1,4.0,-1.0
robot_1,2.0,0.0
robot_1,-1.0,0.0
robot_1,2.0,2.0
robot_1,0.0,1.0
robot_1,4.0,-1.0
robot_1,3.0,0.0
robot_1,2.0,0.0
robot_1,-1.0,0.0
robot_1,2.0,2.0
robot_1,0.0,1.0
robot_1,4.0,-1.0
robot_1,3.0,0.0
robot_1,8.0,0.0
