Topic,X,Y
robot_0,0.99,-0.05
robot_1,1.21,0.26
robot_0,0.99,-0.05
robot_0,0.99,-0.05
robot_0,2.16,-0.35
robot_1,1.21,0.26
robot_1,1.21,0.26
robot_1,1.31,0.26
robot_1,1.21,0.26
robot_1,1.21,0.26
robot_1,1.31,0.26
robot_1,1.21,0.26
robot_1,1.31,0.26
robot_1,1.11,0.29
robot_0,0.99,-0.05
robot_0,0.99,-0.05
robot_0,2.16,-0.35
robot_0,0.99,-0.05
robot_0,2.16,-0.35
robot_0,2.88,2.43
robot_1,1.21,0.26
robot_1,1.21,0.26
robot_1,1.31,0.26
robot_1,1.21,0.26
robot_1,1.31,0.26
robot_1,1.11,0.29
robot_1,1.21,0.26
robot_1,1.31,0.26
robot_1,1.11,0.29
robot_1,2.2,-0.19
robot_1,1.21,0.26
robot_1,1.31,0.26
robot_1,1.11,0.29
robot_1,2.2,-0.19
robot_1,2.2,-0.19
robot_1,1.09,0.25
robot_0,0.99,-0.05
robot_0,0.99,-0.05
robot_0,2.16,-0.35
robot_0,0.99,-0.05
robot_0,2.16,-0.35
robot_0,2.88,2.43
robot_0,0.99,-0.05
robot_0,2.16,-0.35
robot_0,2.88,2.43
robot_0,4.59,-0.28
robot_1,1.21,0.26
robot_1,1.31,0.26
robot_1,1.11,0.29
robot_1,2.2,-0.19
robot_1,2.2,-0.19
robot_1,1.09,0.25
robot_1,1.21,0.26
robot_1,1.31,0.26
robot_1,1.11,0.29
robot_1,2.2,-0.19
robot_1,2.2,-0.19
robot_1,1.09,0.25
robot_1,0.73,0.41
robot_1,1.21,0.26
robot_1,1.31,0.26
robot_1,1.11,0.29
robot_1,2.2,-0.19
robot_1,2.2,-0.19
robot_1,1.09,0.25
robot_1,1.21,0.26
robot_1,1.31,0.26
robot_1,1.11,0.29
robot_1,2.2,-0.19
robot_1,2.2,-0.19
robot_1,1.09,0.25
robot_1,0.73,0.41
robot_1,1.21,0.26
robot_1,1.31,0.26
robot_1,1.11,0.29
robot_1,2.2,-0.19
robot_1,2.2,-0.19
robot_1,1.09,0.25
robot_1,0.73,0.41
robot_1,3.49,-0.65
robot_0,0.99,-0.05
robot_0,0.99,-0.05
robot_0,2.16,-0.35
robot_0,0.99,-0.05
robot_0,2.16,-0.35
robot_0,2.88,2.43
robot_0,0.99,-0.05
robot_0,2.16,-0.35
robot_0,2.88,2.43
robot_0,4.59,-0.28
robot_0,0.99,-0.05
robot_0,2.16,-0.35
robot_0,2.88,2.43
robot_0,4.59,-0.28
robot_0,3.82,0.81
robot_0,0.99,-0.05
robot_0,0.99,-0.05
robot_0,2.16,-0.35
robot_0,0.99,-0.05
robot_0,2.16,-0.35
robot_0,2.88,2.43
robot_0,0.99,-0.05
robot_0,2.16,-0.35
robot_0,2.88,2.43
robot_0,4.59,-0.28
robot_0,0.99,-0.05
robot_0,2.16,-0.35
robot_0,2.88,2.43
robot_0,4.59,-0.28
robot_0,3.82,0.81
robot_0,0.99,-0.05
robot_0,2.16,-0.35
robot_0,2.88,2.43
robot_0,4.59,-0.28
robot_0,3.82,0.81
robot_0,2.74,-2.57
robot_1,1.21,0.26
robot_1,1.31,0.26
robot_1,1.11,0.29
robot_1,2.2,-0.19
robot_1,2.2,-0.19
robot_1,1.09,0.25
robot_1,1.21,0.26
robot_1,1.31,0.26
robot_1,1.11,0.29
robot_1,2.2,-0.19
robot_1,2.2,-0.19
robot_1,1.09,0.25
robot_1,0.73,0.41
robot_1,1.21,0.26
robot_1,1.31,0.26
robot_1,1.11,0.29
robot_1,2.2,-0.19
robot_1,2.2,-0.19
robot_1,1.09,0.25
robot_1,0.73,0.41
robot_1,3.49,-0.65
robot_1,1.21,0.26
robot_1,1.31,0.26
robot_1,1.11,0.29
robot_1,2.2,-0.19
robot_1,2.2,-0.19
robot_1,1.09,0.25
robot_1,0.73,0.41
robot_1,3.49,-0.65
robot_1,0.83,1.08
robot_0,0.99,-0.05
robot_0,0.99,-0.05
robot_0,2.16,-0.35
robot_0,0.99,-0.05
robot_0,2.16,-0.35
robot_0,2.88,2.43
robot_0,0.99,-0.05
robot_0,2.16,-0.35
robot_0,2.88,2.43
robot_0,4.59,-0.28
robot_0,0.99,-0.05
robot_0,2.16,-0.35
robot_0,2.88,2.43
robot_0,4.59,-0.28
robot_0,3.82,0.81
robot_0,0.99,-0.05
robot_0,2.16,-0.35
robot_0,2.88,2.43
robot_0,4.59,-0.28
robot_0,3.82,0.81
robot_0,2.74,-2.57
robot_0,0.99,-0.05
robot_0,2.16,-0.35
robot_0,2.88,2.43
robot_0,4.59,-0.28
robot_0,3.82,0.81
robot_0,2.74,-2.57
robot_0,5.66,-2.91
robot_1,1.21,0.26
robot_1,1.31,0.26
robot_1,1.11,0.29
robot_1,2.2,-0.19
robot_1,2.2,-0.19
robot_1,1.09,0.25
robot_1,1.21,0.26
robot_1,1.31,0.26
