Topic,X,Y
robot_0,0.34,-0.09
robot_1,2.9,1.5
robot_0,0.34,-0.09
robot_0,0.34,-0.09
robot_0,2.97,-0.46
robot_1,2.9,1.5
robot_1,2.9,1.5
robot_1,1.89,1.17
robot_0,0.34,-0.09
robot_0,0.34,-0.09
robot_0,2.97,-0.46
robot_0,0.34,-0.09
robot_0,2.97,-0.46
robot_0,0.12,-0.11
robot_1,2.9,1.5
robot_1,2.9,1.5
robot_1,1.89,1.17
robot_1,2.9,1.5
robot_1,1.89,1.17
robot_1,2.95,2.32
robot_0,0.34,-0.09
robot_0,0.34,-0.09
robot_0,2.97,-0.46
robot_0,0.34,-0.09
robot_0,2.97,-0.46
robot_0,0.12,-0.11
robot_0,0.34,-0.09
robot_0,2.97,-0.46
robot_0,0.12,-0.11
robot_0,2.43,2.05
robot_1,2.9,1.5
robot_1,2.9,1.5
robot_1,1.89,1.17
robot_1,2.9,1.5
robot_1,1.89,1.17
robot_1,2.95,2.32
robot_1,2.9,1.5
robot_1,1.89,1.17
robot_1,2.95,2.32
robot_1,3.8,0.7
robot_1,2.9,1.5
robot_1,2.9,1.5
robot_1,1.89,1.17
robot_1,2.9,1.5
robot_1,1.89,1.17
robot_1,2.95,2.32
robot_1,2.9,1.5
robot_1,1.89,1.17
robot_1,2.95,2.32
robot_1,3.8,0.7
robot_1,2.9,1.5
robot_1,1.89,1.17
robot_1,2.95,2.32
robot_1,3.8,0.7
robot_1,3.42,1.65
robot_0,0.34,-0.09
robot_0,0.34,-0.09
robot_0,2.97,-0.46
robot_0,0.34,-0.09
robot_0,2.97,-0.46
robot_0,0.12,-0.11
robot_0,0.34,-0.09
robot_0,2.97,-0.46
robot_0,0.12,-0.11
robot_0,2.43,2.05
robot_0,0.34,-0.09
robot_0,2.97,-0.46
robot_0,0.12,-0.11
robot_0,2.43,2.05
robot_0,0.57,-0.11
robot_0,0.34,-0.09
robot_0,0.34,-0.09
robot_0,2.97,-0.46
robot_0,0.34,-0.09
robot_0,2.97,-0.46
robot_0,0.12,-0.11
robot_0,0.34,-0.09
robot_0,2.97,-0.46
robot_0,0.12,-0.11
robot_0,2.43,2.05
robot_0,0.34,-0.09
robot_0,2.97,-0.46
robot_0,0.12,-0.11
robot_0,2.43,2.05
robot_0,0.57,-0.11
robot_0,0.34,-0.09
robot_0,2.97,-0.46
robot_0,0.12,-0.11
robot_0,2.43,2.05
robot_0,0.57,-0.11
robot_0,3.42,1.65
robot_1,2.9,1.5
robot_1,1.89,1.17
robot_1,2.95,2.32
robot_1,3.8,0.7
robot_1,3.42,1.65
robot_1,3.8,0.7
robot_1,3.55,1.31
robot_1,2.9,1.5
robot_1,1.89,1.17
robot_1,2.95,2.32
robot_1,3.8,0.7
robot_1,3.42,1.65
robot_1,3.8,0.7
robot_1,3.55,1.31
robot_1,3.55,1.31
robot_1,3.5,1.31
robot_1,2.9,1.5
robot_1,1.89,1.17
robot_1,2.95,2.32
robot_1,3.8,0.7
robot_1,3.42,1.65
robot_1,3.8,0.7
robot_1,3.55,1.31
robot_1,3.55,1.31
robot_1,3.5,1.31
robot_1,3.55,1.31
robot_1,3.41,1.45
robot_0,0.34,-0.09
robot_0,0.34,-0.09
robot_0,2.97,-0.46
robot_0,0.34,-0.09
robot_0,2.97,-0.46
robot_0,0.12,-0.11
robot_0,0.34,-0.09
robot_0,2.97,-0.46
robot_0,0.12,-0.11
robot_0,2.43,2.05
robot_0,0.34,-0.09
robot_0,2.97,-0.46
robot_0,0.12,-0.11
robot_0,2.43,2.05
robot_0,0.57,-0.11
robot_0,0.34,-0.09
robot_0,2.97,-0.46
robot_0,0.12,-0.11
robot_0,2.43,2.05
robot_0,0.57,-0.11
robot_0,3.42,1.65
robot_0,0.34,-0.09
robot_0,2.97,-0.46
robot_0,0.12,-0.11
robot_0,2.43,2.05
robot_0,0.57,-0.11
robot_0,3.42,1.65
robot_0,4.6,2.0
robot_1,2.9,1.5
robot_1,1.89,1.17
robot_1,2.95,2.32
robot_1,3.8,0.7
robot_1,3.42,1.65
robot_1,3.8,0.7
robot_1,3.55,1.31
robot_1,3.55,1.31
robot_1,3.5,1.31
robot_1,3.55,1.31
robot_1,3.41,1.45
robot_1,3.8,0.7
robot_1,-0.21,0.15
robot_0,0.34,-0.09
robot_0,2.97,-0.46
robot_0,0.12,-0.11
robot_0,2.43,2.05
robot_0,0.57,-0.11
robot_0,3.42,1.65
robot_0,4.6,2.0
robot_0,2.97,-0.46
robot_0,3.39,1.15
robot_1,2.9,1.5
robot_1,1.89,1.17
robot_1,2.95,2.32
robot_1,3.8,0.7
robot_1,3.42,1.65
robot_1,3.8,0.7
robot_1,3.55,1.31
robot_1,3.55,1.31
robot_1,3.5,1.31
robot_1,3.55,1.31
robot_1,3.41,1.45
robot_1,3.8,0.7
robot_1,-0.21,0.15
robot_1,3.8,0.7
robot_1,-3.5,-0.8
robot_0,0.34,-0.09
robot_0,2.97,-0.46
robot_0,0.12,-0.11
robot_0,2.43,2.05
robot_0,0.57,-0.11
robot_0,3.42,1.65
robot_0,4.6,2.0
robot_0,2.97,-0.46
robot_0,3.39,1.15
robot_0,4.6,2.0
robot_0,3.45,1.33
robot_1,2.9,1.5
robot_1,1.89,1.17
robot_1,2.95,2.32
robot_1,3.8,0.7
robot_1,3.42,1.65
robot_1,3.8,0.7
robot_1,3.55,1.31
robot_1,3.55,1.31
robot_1,3.5,1.31
robot_1,3.55,1.31
robot_1,3.41,1.45
