Topic,X,Y
robot_1,1.66,0.05
robot_0,1.91,-0.09
robot_1,1.66,0.05
robot_1,1.66,0.05
robot_1,0.6,1.26
robot_1,1.66,0.05
robot_1,1.66,0.05
robot_1,0.6,1.26
robot_1,1.66,0.05
robot_1,0.6,1.26
robot_1,1.73,0.23
robot_0,1.91,-0.09
robot_0,1.91,-0.09
robot_0,4.9,1.0
robot_1,1.66,0.05
robot_1,1.66,0.05
robot_1,0.6,1.26
robot_1,1.66,0.05
robot_1,0.6,1.26
robot_1,1.73,0.23
robot_1,1.66,0.05
robot_1,0.6,1.26
robot_1,1.73,0.23
robot_1,2.84,0.68
robot_0,1.91,-0.09
robot_0,1.91,-0.09
robot_0,4.9,1.0
robot_0,1.91,-0.09
robot_0,4.9,1.0
robot_0,8.1,-4.7
robot_1,1.66,0.05
robot_1,1.66,0.05
robot_1,0.6,1.26
robot_1,1.66,0.05
robot_1,0.6,1.26
robot_1,1.73,0.23
robot_1,1.66,0.05
robot_1,0.6,1.26
robot_1,1.73,0.23
robot_1,2.84,0.68
robot_1,1.66,0.05
robot_1,0.6,1.26
robot_1,1.73,0.23
robot_1,2.84,0.68
robot_1,5.2,1.65
robot_1,1.66,0.05
robot_1,1.66,0.05
robot_1,0.6,1.26
robot_1,1.66,0.05
robot_1,0.6,1.26
robot_1,1.73,0.23
robot_1,1.66,0.05
robot_1,0.6,1.26
robot_1,1.73,0.23
robot_1,2.84,0.68
robot_1,1.66,0.05
robot_1,0.6,1.26
robot_1,1.73,0.23
robot_1,2.84,0.68
robot_1,5.2,1.65
robot_1,1.66,0.05
robot_1,0.6,1.26
robot_1,1.73,0.23
robot_1,2.84,0.68
robot_1,5.2,1.65
robot_1,6.6,-1.3
robot_0,1.91,-0.09
robot_0,1.91,-0.09
robot_0,4.9,1.0
robot_0,1.91,-0.09
robot_0,4.9,1.0
robot_0,8.1,-4.7
robot_0,1.91,-0.09
robot_0,4.9,1.0
robot_0,8.1,-4.7
robot_0,6.3,2.05
robot_1,1.66,0.05
robot_1,1.66,0.05
robot_1,0.6,1.26
robot_1,1.66,0.05
robot_1,0.6,1.26
robot_1,1.73,0.23
robot_1,1.66,0.05
robot_1,0.6,1.26
robot_1,1.73,0.23
robot_1,2.84,0.68
robot_1,1.66,0.05
robot_1,0.6,1.26
robot_1,1.73,0.23
robot_1,2.84,0.68
robot_1,5.2,1.65
robot_1,1.66,0.05
robot_1,0.6,1.26
robot_1,1.73,0.23
robot_1,2.84,0.68
robot_1,5.2,1.65
robot_1,6.6,-1.3
robot_1,1.66,0.05
robot_1,0.6,1.26
robot_1,1.73,0.23
robot_1,2.84,0.68
robot_1,5.2,1.65
robot_1,6.6,-1.3
robot_1,5.73,1.55
robot_0,1.91,-0.09
robot_0,1.91,-0.09
robot_0,4.9,1.0
robot_0,1.91,-0.09
robot_0,4.9,1.0
robot_0,8.1,-4.7
robot_0,1.91,-0.09
robot_0,4.9,1.0
robot_0,8.1,-4.7
robot_0,6.3,2.05
robot_0,1.91,-0.09
robot_0,4.9,1.0
robot_0,8.1,-4.7
robot_0,6.3,2.05
robot_0,7.0,2.1
robot_1,1.66,0.05
robot_1,0.6,1.26
robot_1,1.73,0.23
robot_1,2.84,0.68
robot_1,5.2,1.65
robot_1,6.6,-1.3
robot_1,5.73,1.55
robot_1,5.73,1.55
robot_1,6.38,1.5
robot_0,1.91,-0.09
robot_0,1.91,-0.09
robot_0,4.9,1.0
robot_0,1.91,-0.09
robot_0,4.9,1.0
robot_0,8.1,-4.7
robot_0,1.91,-0.09
robot_0,4.9,1.0
robot_0,8.1,-4.7
robot_0,6.3,2.05
robot_0,1.91,-0.09
robot_0,4.9,1.0
robot_0,8.1,-4.7
robot_0,6.3,2.05
robot_0,7.0,2.1
robot_0,1.91,-0.09
robot_0,4.9,1.0
robot_0,8.1,-4.7
