Topic,X,Y
robot_1,3.4,1.8
robot_1,3.4,1.8
robot_1,3.4,1.8
robot_1,6.9,0.9
robot_0,1.39,3.85
robot_1,3.4,1.8
robot_1,3.4,1.8
robot_1,6.9,0.9
robot_1,3.4,1.8
robot_1,6.9,0.9
robot_1,0.9,-0.4
robot_0,1.39,3.85
robot_0,1.39,3.85
robot_0,-1.34,2.36
robot_0,1.39,3.85
robot_0,1.39,3.85
robot_0,-1.34,2.36
robot_0,1.39,3.85
robot_0,-1.34,2.36
robot_0,-1.55,-1.7
robot_1,3.4,1.8
robot_1,3.4,1.8
robot_1,6.9,0.9
robot_1,3.4,1.8
robot_1,6.9,0.9
robot_1,0.9,-0.4
robot_1,3.4,1.8
robot_1,6.9,0.9
robot_1,0.9,-0.4
robot_1,0.78,0.32
robot_0,1.39,3.85
robot_0,1.39,3.85
robot_0,-1.34,2.36
robot_0,1.39,3.85
robot_0,-1.34,2.36
robot_0,-1.55,-1.7
robot_0,1.39,3.85
robot_0,-1.34,2.36
robot_0,-1.55,-1.7
robot_0,3.21,2.1
robot_1,3.4,1.8
robot_1,3.4,1.8
robot_1,6.9,0.9
robot_1,3.4,1.8
robot_1,6.9,0.9
robot_1,0.9,-0.4
robot_1,3.4,1.8
robot_1,6.9,0.9
robot_1,0.9,-0.4
robot_1,0.78,0.32
robot_1,3.4,1.8
robot_1,6.9,0.9
robot_1,0.9,-0.4
robot_1,0.78,0.32
robot_1,0.59,1.87
robot_0,1.39,3.85
robot_0,1.39,3.85
robot_0,-1.34,2.36
robot_0,1.39,3.85
robot_0,-1.34,2.36
robot_0,-1.55,-1.7
robot_0,1.39,3.85
robot_0,-1.34,2.36
robot_0,-1.55,-1.7
robot_0,3.21,2.1
robot_0,1.39,3.85
robot_0,-1.34,2.36
robot_0,-1.55,-1.7
robot_0,3.21,2.1
robot_0,5.4,-1.7
robot_1,3.4,1.8
robot_1,3.4,1.8
robot_1,6.9,0.9
robot_1,3.4,1.8
robot_1,6.9,0.9
robot_1,0.9,-0.4
robot_1,3.4,1.8
robot_1,6.9,0.9
robot_1,0.9,-0.4
robot_1,0.78,0.32
robot_1,3.4,1.8
robot_1,6.9,0.9
robot_1,0.9,-0.4
robot_1,0.78,0.32
robot_1,0.59,1.87
robot_1,3.4,1.8
robot_1,6.9,0.9
robot_1,0.9,-0.4
robot_1,0.78,0.32
robot_1,0.59,1.87
robot_1,-0.9,0.7
robot_0,1.39,3.85
robot_0,1.39,3.85
robot_0,-1.34,2.36
robot_0,1.39,3.85
robot_0,-1.34,2.36
robot_0,-1.55,-1.7
robot_0,1.39,3.85
robot_0,-1.34,2.36
robot_0,-1.55,-1.7
robot_0,3.21,2.1
robot_0,1.39,3.85
robot_0,-1.34,2.36
robot_0,-1.55,-1.7
robot_0,3.21,2.1
robot_0,5.4,-1.7
robot_0,1.39,3.85
robot_0,-1.34,2.36
robot_0,-1.55,-1.7
robot_0,3.21,2.1
robot_0,5.4,-1.7
robot_0,-2.47,0.4
robot_1,3.4,1.8
robot_1,3.4,1.8
robot_1,6.9,0.9
robot_1,3.4,1.8
robot_1,6.9,0.9
robot_1,0.9,-0.4
robot_1,3.4,1.8
robot_1,6.9,0.9
robot_1,0.9,-0.4
robot_1,0.78,0.32
robot_1,3.4,1.8
robot_1,6.9,0.9
robot_1,0.9,-0.4
robot_1,0.78,0.32
robot_1,0.59,1.87
robot_1,3.4,1.8
robot_1,6.9,0.9
robot_1,0.9,-0.4
robot_1,0.78,0.32
robot_1,0.59,1.87
robot_1,-0.9,0.7
robot_1,3.4,1.8
robot_1,6.9,0.9
robot_1,0.9,-0.4
robot_1,0.78,0.32
robot_1,0.59,1.87
robot_1,-0.9,0.7
robot_1,-1.3,-2.5
robot_0,1.39,3.85
robot_0,1.39,3.85
robot_0,-1.34,2.36
robot_0,1.39,3.85
robot_0,-1.34,2.36
robot_0,-1.55,-1.7
robot_0,1.39,3.85
robot_0,-1.34,2.36
robot_0,-1.55,-1.7
robot_0,3.21,2.1
robot_0,1.39,3.85
robot_0,-1.34,2.36
robot_0,-1.55,-1.7
robot_0,3.21,2.1
robot_0,5.4,-1.7
robot_0,1.39,3.85
robot_0,-1.34,2.36
robot_0,-1.55,-1.7
robot_0,3.21,2.1
robot_0,5.4,-1.7
robot_0,-2.47,0.4
robot_0,1.39,3.85
robot_0,-1.34,2.36
robot_0,-1.55,-1.7
robot_0,3.21,2.1
robot_0,5.4,-1.7
robot_0,-2.47,0.4
robot_0,2.05,-0.25
robot_1,3.4,1.8
robot_1,3.4,1.8
robot_1,6.9,0.9
robot_1,3.4,1.8
robot_1,6.9,0.9
robot_1,0.9,-0.4
robot_1,3.4,1.8
robot_1,6.9,0.9
robot_1,0.9,-0.4
robot_1,0.78,0.32
robot_1,3.4,1.8
robot_1,6.9,0.9
robot_1,0.9,-0.4
robot_1,0.78,0.32
robot_1,0.59,1.87
robot_1,3.4,1.8
robot_1,6.9,0.9
robot_1,0.9,-0.4
robot_1,0.78,0.32
robot_1,0.59,1.87
robot_1,-0.9,0.7
robot_1,3.4,1.8
robot_1,6.9,0.9
robot_1,0.9,-0.4
robot_1,0.78,0.32
robot_1,0.59,1.87
robot_1,-0.9,0.7
robot_1,-1.3,-2.5
robot_1,3.4,1.8
robot_1,6.9,0.9
robot_1,0.9,-0.4
robot_1,0.78,0.32
robot_1,0.59,1.87
robot_1,-0.9,0.7
robot_1,-1.3,-2.5
robot_1,5.32,2.51
robot_0,1.39,3.85
robot_0,1.39,3.85
robot_0,-1.34,2.36
robot_0,1.39,3.85
robot_0,-1.34,2.36
robot_0,-1.55,-1.7
robot_0,1.39,3.85
robot_0,-1.34,2.36
robot_0,-1.55,-1.7
robot_0,3.21,2.1
robot_0,1.39,3.85
robot_0,-1.34,2.36
robot_0,-1.55,-1.7
robot_0,3.21,2.1
robot_0,5.4,-1.7
robot_0,1.39,3.85
robot_0,-1.34,2.36
robot_0,-1.55,-1.7
robot_0,3.21,2.1
robot_0,5.4,-1.7
robot_0,-2.47,0.4
robot_0,1.39,3.85
robot_0,-1.34,2.36
robot_0,-1.55,-1.7
robot_0,3.21,2.1
robot_0,5.4,-1.7
robot_0,-2.47,0.4
robot_0,2.05,-0.25
robot_0,1.39,3.85
robot_0,-1.34,2.36
robot_0,-1.55,-1.7
robot_0,3.21,2.1
robot_0,5.4,-1.7
robot_0,-2.47,0.4
robot_0,2.05,-0.25
robot_0,7.55,-2.21
robot_1,3.4,1.8
robot_1,3.4,1.8
robot_1,6.9,0.9
robot_1,3.4,1.8
robot_1,6.9,0.9
robot_1,0.9,-0.4
robot_1,3.4,1.8
robot_1,6.9,0.9
robot_1,0.9,-0.4
robot_1,0.78,0.32
robot_1,3.4,1.8
robot_1,6.9,0.9
robot_1,0.9,-0.4
robot_1,0.78,0.32
robot_1,0.59,1.87
robot_1,3.4,1.8
robot_1,6.9,0.9
robot_1,0.9,-0.4
robot_1,0.78,0.32
robot_1,0.59,1.87
robot_1,-0.9,0.7
robot_1,3.4,1.8
robot_1,6.9,0.9
robot_1,0.9,-0.4
robot_1,0.78,0.32
robot_1,0.59,1.87
robot_1,-0.9,0.7
robot_1,-1.3,-2.5
robot_1,3.4,1.8
robot_1,6.9,0.9
robot_1,0.9,-0.4
robot_1,0.78,0.32
robot_1,0.59,1.87
robot_1,-0.9,0.7
robot_1,-1.3,-2.5
robot_1,5.32,2.51
robot_1,3.4,1.8
robot_1,6.9,0.9
robot_1,0.9,-0.4
robot_1,0.78,0.32
robot_1,0.59,1.87
robot_1,-0.9,0.7
robot_1,-1.3,-2.5
robot_1,5.32,2.51
robot_1,3.98,0.45
robot_0,1.39,3.85
robot_0,1.39,3.85
robot_0,-1.34,2.36
robot_0,1.39,3.85
robot_0,-1.34,2.36
robot_0,-1.55,-1.7
robot_0,1.39,3.85
robot_0,-1.34,2.36
robot_0,-1.55,-1.7
robot_0,3.21,2.1
robot_0,1.39,3.85
robot_0,-1.34,2.36
robot_0,-1.55,-1.7
robot_0,3.21,2.1
robot_0,5.4,-1.7
robot_0,1.39,3.85
robot_0,-1.34,2.36
robot_0,-1.55,-1.7
robot_0,3.21,2.1
robot_0,5.4,-1.7
robot_0,-2.47,0.4
robot_0,1.39,3.85
robot_0,-1.34,2.36
robot_0,-1.55,-1.7
robot_0,3.21,2.1
robot_0,5.4,-1.7
robot_0,-2.47,0.4
robot_0,2.05,-0.25
robot_0,1.39,3.85
robot_0,-1.34,2.36
robot_0,-1.55,-1.7
robot_0,3.21,2.1
robot_0,5.4,-1.7
robot_0,-2.47,0.4
robot_0,2.05,-0.25
robot_0,7.55,-2.21
robot_0,1.39,3.85
robot_0,-1.34,2.36
robot_0,-1.55,-1.7
robot_0,3.21,2.1
robot_0,5.4,-1.7
robot_0,-2.47,0.4
robot_0,2.05,-0.25
robot_0,7.55,-2.21
robot_0,-2.47,0.4
robot_1,3.4,1.8
robot_1,3.4,1.8
robot_1,6.9,0.9
robot_1,3.4,1.8
robot_1,6.9,0.9
robot_1,0.9,-0.4
robot_1,3.4,1.8
robot_1,6.9,0.9
robot_1,0.9,-0.4
robot_1,0.78,0.32
robot_1,3.4,1.8
robot_1,6.9,0.9
robot_1,0.9,-0.4
robot_1,0.78,0.32
robot_1,0.59,1.87
robot_1,3.4,1.8
robot_1,6.9,0.9
robot_1,0.9,-0.4
robot_1,0.78,0.32
robot_1,0.59,1.87
robot_1,-0.9,0.7
robot_1,3.4,1.8
robot_1,6.9,0.9
robot_1,0.9,-0.4
robot_1,0.78,0.32
robot_1,0.59,1.87
robot_1,-0.9,0.7
robot_1,-1.3,-2.5
robot_1,3.4,1.8
robot_1,6.9,0.9
robot_1,0.9,-0.4
robot_1,0.78,0.32
robot_1,0.59,1.87
robot_1,-0.9,0.7
robot_1,-1.3,-2.5
robot_1,5.32,2.51
robot_1,3.4,1.8
robot_1,6.9,0.9
robot_1,0.9,-0.4
robot_1,0.78,0.32
robot_1,0.59,1.87
robot_1,-0.9,0.7
robot_1,-1.3,-2.5
robot_1,5.32,2.51
robot_1,3.98,0.45
robot_1,3.4,1.8
robot_1,6.9,0.9
robot_1,0.9,-0.4
robot_1,0.78,0.32
robot_1,0.59,1.87
robot_1,-0.9,0.7
robot_1,-1.3,-2.5
robot_1,5.32,2.51
robot_1,3.98,0.45
robot_1,6.5,-2.0
