Topic,X,Y
robot_1,0.7,2.8
robot_0,1.87,-0.09
robot_1,0.7,2.8
robot_1,0.7,2.8
robot_1,3.05,1.05
robot_0,1.87,-0.09
robot_0,1.87,-0.09
robot_0,0.77,0.3
robot_1,0.7,2.8
robot_1,0.7,2.8
robot_1,3.05,1.05
robot_1,0.7,2.8
robot_1,3.05,1.05
robot_1,-1.7,-2.3
robot_0,1.87,-0.09
robot_0,1.87,-0.09
robot_0,0.77,0.3
robot_0,1.87,-0.09
robot_0,0.77,0.3
robot_0,-0.76,-0.5
robot_0,1.87,-0.09
robot_0,1.87,-0.09
robot_0,0.77,0.3
robot_0,1.87,-0.09
robot_0,0.77,0.3
robot_0,-0.76,-0.5
robot_0,1.87,-0.09
robot_0,0.77,0.3
robot_0,-0.76,-0.5
robot_0,-0.04,0.22
robot_0,1.87,-0.09
robot_0,0.77,0.3
robot_0,-0.76,-0.5
robot_0,-0.04,0.22
robot_0,0.77,0.3
robot_0,-1.68,3.48
robot_1,0.7,2.8
robot_1,0.7,2.8
robot_1,3.05,1.05
robot_1,0.7,2.8
robot_1,3.05,1.05
robot_1,-1.7,-2.3
robot_1,0.7,2.8
robot_1,3.05,1.05
robot_1,-1.7,-2.3
robot_1,-1.82,4.17
robot_0,1.87,-0.09
robot_0,0.77,0.3
robot_0,-0.76,-0.5
robot_0,-0.04,0.22
robot_0,0.77,0.3
robot_0,-1.68,3.48
robot_0,-1.68,3.48
robot_0,-3.4,0.1
robot_1,0.7,2.8
robot_1,0.7,2.8
robot_1,3.05,1.05
robot_1,0.7,2.8
robot_1,3.05,1.05
robot_1,-1.7,-2.3
robot_1,0.7,2.8
robot_1,3.05,1.05
robot_1,-1.7,-2.3
robot_1,-1.82,4.17
robot_1,0.7,2.8
robot_1,3.05,1.05
robot_1,-1.7,-2.3
robot_1,-1.82,4.17
robot_1,0.03,0.12
robot_0,1.87,-0.09
robot_0,0.77,0.3
robot_0,-0.76,-0.5
robot_0,-0.04,0.22
robot_0,0.77,0.3
robot_0,-1.68,3.48
robot_0,-1.68,3.48
robot_0,-3.4,0.1
robot_0,1.87,-0.09
robot_0,0.77,0.3
robot_0,-0.76,-0.5
robot_0,-0.04,0.22
robot_0,0.77,0.3
robot_0,-1.68,3.48
robot_0,-1.68,3.48
robot_0,-3.4,0.1
robot_0,-8.4,0.5
robot_1,0.7,2.8
robot_1,3.05,1.05
robot_1,-1.7,-2.3
robot_1,-1.82,4.17
robot_1,0.03,0.12
robot_1,3.05,1.05
robot_1,-6.0,0.5
