Topic,X,Y
robot_1,1.11,0.53
robot_1,1.11,0.53
robot_1,1.11,0.53
robot_1,0.83,0.5
robot_1,1.11,0.53
robot_1,1.11,0.53
robot_1,0.83,0.5
robot_1,1.11,0.53
robot_1,0.83,0.5
robot_1,1.15,2.85
robot_0,0.45,-0.76
robot_1,1.11,0.53
robot_1,1.11,0.53
robot_1,0.83,0.5
robot_1,1.11,0.53
robot_1,0.83,0.5
robot_1,1.15,2.85
robot_1,1.11,0.53
robot_1,0.83,0.5
robot_1,1.15,2.85
robot_1,1.15,0.72
robot_0,0.45,-0.76
robot_0,0.45,-0.76
robot_0,0.0,4.5
robot_1,1.11,0.53
robot_1,1.11,0.53
robot_1,0.83,0.5
robot_1,1.11,0.53
robot_1,0.83,0.5
robot_1,1.15,2.85
robot_1,1.11,0.53
robot_1,0.83,0.5
robot_1,1.15,2.85
robot_1,1.15,0.72
robot_1,1.11,0.53
robot_1,0.83,0.5
robot_1,1.15,2.85
robot_1,1.15,0.72
robot_1,2.68,1.29
robot_1,1.11,0.53
robot_1,1.11,0.53
robot_1,0.83,0.5
robot_1,1.11,0.53
robot_1,0.83,0.5
robot_1,1.15,2.85
robot_1,1.11,0.53
robot_1,0.83,0.5
robot_1,1.15,2.85
robot_1,1.15,0.72
robot_1,1.11,0.53
robot_1,0.83,0.5
robot_1,1.15,2.85
robot_1,1.15,0.72
robot_1,2.68,1.29
robot_1,1.11,0.53
robot_1,0.83,0.5
robot_1,1.15,2.85
robot_1,1.15,0.72
robot_1,2.68,1.29
robot_1,-0.83,0.79
robot_0,0.45,-0.76
robot_0,0.45,-0.76
robot_0,0.0,4.5
robot_0,0.45,-0.76
robot_0,0.0,4.5
robot_0,-2.13,2.66
robot_1,1.11,0.53
robot_1,0.83,0.5
robot_1,1.15,2.85
robot_1,1.15,0.72
robot_1,2.68,1.29
robot_1,-0.83,0.79
robot_1,0.83,0.5
robot_1,-1.84,0.4
robot_0,0.45,-0.76
robot_0,0.45,-0.76
robot_0,0.0,4.5
robot_0,0.45,-0.76
robot_0,0.0,4.5
robot_0,-2.13,2.66
robot_0,0.45,-0.76
robot_0,0.0,4.5
robot_0,-2.13,2.66
robot_0,3.63,0.3
robot_1,1.11,0.53
robot_1,0.83,0.5
robot_1,1.15,2.85
robot_1,1.15,0.72
robot_1,2.68,1.29
robot_1,-0.83,0.79
robot_1,0.83,0.5
robot_1,-1.84,0.4
robot_1,-0.83,0.79
robot_1,-5.75,-0.35
robot_0,0.45,-0.76
robot_0,0.45,-0.76
robot_0,0.0,4.5
robot_0,0.45,-0.76
robot_0,0.0,4.5
robot_0,-2.13,2.66
robot_0,0.45,-0.76
robot_0,0.0,4.5
robot_0,-2.13,2.66
robot_0,3.63,0.3
robot_0,0.45,-0.76
robot_0,0.0,4.5
robot_0,-2.13,2.66
robot_0,3.63,0.3
robot_0,5.03,2.29
robot_1,1.11,0.53
robot_1,0.83,0.5
robot_1,1.15,2.85
robot_1,1.15,0.72
robot_1,2.68,1.29
robot_1,-0.83,0.79
robot_1,0.83,0.5
robot_1,-1.84,0.4
robot_1,-0.83,0.79
robot_1,-5.75,-0.35
robot_1,1.11,0.53
robot_1,0.83,0.5
robot_1,1.15,2.85
robot_1,1.15,0.72
robot_1,2.68,1.29
robot_1,-0.83,0.79
robot_1,0.83,0.5
robot_1,-1.84,0.4
robot_1,-0.83,0.79
robot_1,-5.75,-0.35
robot_1,5.8,-1.1
robot_0,0.45,-0.76
robot_0,0.45,-0.76
robot_0,0.0,4.5
robot_0,0.45,-0.76
robot_0,0.0,4.5
robot_0,-2.13,2.66
robot_0,0.45,-0.76
robot_0,0.0,4.5
robot_0,-2.13,2.66
robot_0,3.63,0.3
robot_0,0.45,-0.76
robot_0,0.0,4.5
robot_0,-2.13,2.66
robot_0,3.63,0.3
robot_0,5.03,2.29
robot_0,0.45,-0.76
robot_0,0.0,4.5
robot_0,-2.13,2.66
