Topic,X,Y
robot_1,0.73,0.96
robot_1,0.73,0.96
robot_1,0.73,0.96
robot_1,2.35,0.8
robot_0,1.83,-0.05
robot_1,0.73,0.96
robot_1,0.73,0.96
robot_1,2.35,0.8
robot_1,0.73,0.96
robot_1,2.35,0.8
robot_1,-2.23,-1.16
robot_0,1.83,-0.05
robot_0,1.83,-0.05
robot_0,2.6,1.9
robot_0,1.83,-0.05
robot_0,1.83,-0.05
robot_0,2.6,1.9
robot_0,1.83,-0.05
robot_0,2.6,1.9
robot_0,-2.05,-1.47
robot_1,0.73,0.96
robot_1,0.73,0.96
robot_1,2.35,0.8
robot_1,0.73,0.96
robot_1,2.35,0.8
robot_1,-2.23,-1.16
robot_1,0.73,0.96
robot_1,2.35,0.8
robot_1,-2.23,-1.16
robot_1,6.16,2.33
robot_0,1.83,-0.05
robot_0,1.83,-0.05
robot_0,2.6,1.9
robot_0,1.83,-0.05
robot_0,2.6,1.9
robot_0,-2.05,-1.47
robot_0,1.83,-0.05
robot_0,2.6,1.9
robot_0,-2.05,-1.47
robot_0,-4.1,-2.5
robot_0,1.83,-0.05
robot_0,1.83,-0.05
robot_0,2.6,1.9
robot_0,1.83,-0.05
robot_0,2.6,1.9
robot_0,-2.05,-1.47
robot_0,1.83,-0.05
robot_0,2.6,1.9
robot_0,-2.05,-1.47
robot_0,-4.1,-2.5
robot_0,1.83,-0.05
robot_0,2.6,1.9
robot_0,-2.05,-1.47
robot_0,-4.1,-2.5
robot_0,2.8,-2.8
robot_1,0.73,0.96
robot_1,2.35,0.8
robot_1,-2.23,-1.16
robot_1,6.16,2.33
robot_1,2.35,0.8
robot_1,-3.58,-3.32
robot_0,1.83,-0.05
robot_0,1.83,-0.05
robot_0,2.6,1.9
robot_0,1.83,-0.05
robot_0,2.6,1.9
robot_0,-2.05,-1.47
robot_0,1.83,-0.05
robot_0,2.6,1.9
robot_0,-2.05,-1.47
robot_0,-4.1,-2.5
robot_0,1.83,-0.05
robot_0,2.6,1.9
robot_0,-2.05,-1.47
robot_0,-4.1,-2.5
robot_0,2.8,-2.8
robot_0,1.83,-0.05
robot_0,2.6,1.9
robot_0,-2.05,-1.47
robot_0,-4.1,-2.5
robot_0,2.8,-2.8
robot_0,6.46,-1.14
robot_1,0.73,0.96
robot_1,2.35,0.8
robot_1,-2.23,-1.16
robot_1,6.16,2.33
robot_1,2.35,0.8
robot_1,-3.58,-3.32
robot_1,0.73,0.96
robot_1,2.35,0.8
robot_1,-2.23,-1.16
robot_1,6.16,2.33
robot_1,2.35,0.8
robot_1,-3.58,-3.32
robot_1,4.9,-3.8
