Topic,X,Y
robot_0,1.43,1.02
robot_1,0.52,-0.65
robot_0,1.43,1.02
robot_0,1.43,1.02
robot_0,0.54,0.89
robot_1,0.52,-0.65
robot_1,0.52,-0.65
robot_1,0.55,-1.15
robot_1,0.52,-0.65
robot_1,0.52,-0.65
robot_1,0.55,-1.15
robot_1,0.52,-0.65
robot_1,0.55,-1.15
robot_1,1.81,-0.08
robot_0,1.43,1.02
robot_0,1.43,1.02
robot_0,0.54,0.89
robot_0,1.43,1.02
robot_0,0.54,0.89
robot_0,5.7,-0.5
robot_1,0.52,-0.65
robot_1,0.52,-0.65
robot_1,0.55,-1.15
robot_1,0.52,-0.65
robot_1,0.55,-1.15
robot_1,1.81,-0.08
robot_1,0.52,-0.65
robot_1,0.55,-1.15
robot_1,1.81,-0.08
robot_1,-0.2,4.7
robot_1,0.52,-0.65
robot_1,0.52,-0.65
robot_1,0.55,-1.15
robot_1,0.52,-0.65
robot_1,0.55,-1.15
robot_1,1.81,-0.08
robot_1,0.52,-0.65
robot_1,0.55,-1.15
robot_1,1.81,-0.08
robot_1,-0.2,4.7
robot_1,0.52,-0.65
robot_1,0.55,-1.15
robot_1,1.81,-0.08
robot_1,-0.2,4.7
robot_1,6.1,2.0
robot_0,1.43,1.02
robot_0,1.43,1.02
robot_0,0.54,0.89
robot_0,1.43,1.02
robot_0,0.54,0.89
robot_0,5.7,-0.5
robot_0,1.43,1.02
robot_0,0.54,0.89
robot_0,5.7,-0.5
robot_0,2.6,-3.45
robot_1,0.52,-0.65
robot_1,0.52,-0.65
robot_1,0.55,-1.15
robot_1,0.52,-0.65
robot_1,0.55,-1.15
robot_1,1.81,-0.08
robot_1,0.52,-0.65
robot_1,0.55,-1.15
robot_1,1.81,-0.08
robot_1,-0.2,4.7
robot_1,0.52,-0.65
robot_1,0.55,-1.15
robot_1,1.81,-0.08
robot_1,-0.2,4.7
robot_1,6.1,2.0
robot_1,0.52,-0.65
robot_1,0.55,-1.15
robot_1,1.81,-0.08
robot_1,-0.2,4.7
robot_1,6.1,2.0
robot_1,4.4,-4.0
robot_0,1.43,1.02
robot_0,1.43,1.02
robot_0,0.54,0.89
robot_0,1.43,1.02
robot_0,0.54,0.89
robot_0,5.7,-0.5
robot_0,1.43,1.02
robot_0,0.54,0.89
robot_0,5.7,-0.5
robot_0,2.6,-3.45
robot_0,1.43,1.02
robot_0,0.54,0.89
robot_0,5.7,-0.5
robot_0,2.6,-3.45
robot_0,8.21,-3.91
robot_1,0.52,-0.65
robot_1,0.52,-0.65
robot_1,0.55,-1.15
robot_1,0.52,-0.65
robot_1,0.55,-1.15
robot_1,1.81,-0.08
robot_1,0.52,-0.65
robot_1,0.55,-1.15
